Individu,Lieu_depart,Temps_attente,Temps_trajet,Heure_depart,Heure_arrivee,Lieu_arrivee,Numero_trajet
61,Rue,1.42,0.55,10.383742701889087,10.933742701889088,Rue,2
68,Rue,1.39,0.27,10.697697909092813,10.967697909092813,Rue,6
79,Rue,0.82,0.1,10.936689356404242,11.036689356404242,Rue,6
58,Rue,0.8,0.25,10.799602916158236,11.049602916158236,Rue,3
13,Parking,1.34,0.07,11.117849372622906,11.187849372622907,Rue,3
44,Parking,1.21,0.29,10.899814624365696,11.189814624365695,Domicile,4
38,Parking,0.45,0.04,11.199198684185836,11.239198684185835,Domicile,2
48,Rue,0.38,0.45,10.859016082204002,11.309016082204002,Rue,4
22,Domicile,0.8,0.2,11.128798037765423,11.328798037765422,Parking,3
18,Rue,0.12,0.46,10.872635540481866,11.332635540481867,Rue,3
22,Parking,0.0,0.08,11.328798037765422,11.408798037765422,Domicile,4
82,Rue,2.24,0.12,11.32833161943076,11.44833161943076,Sans,3
96,Domicile,1.97,0.31,11.155217859352478,11.465217859352476,Rue,5
79,Rue,0.33,0.14,11.366689356404242,11.506689356404243,Rue,7
37,Rue,0.72,0.37,11.195413718584954,11.565413718584953,Entreprise,4
92,Entreprise,3.57,0.19,11.388189137325043,11.578189137325042,Rue,2
35,Parking,0.14,0.66,10.938875147888389,11.59887514788839,Rue,4
94,Rue,3.91,0.1,11.58671440343334,11.68671440343334,Rue,2
78,Rue,4.53,0.11,11.684217699715859,11.794217699715858,Parking,2
47,Rue,2.52,0.41,11.397131515536076,11.807131515536076,Domicile,4
44,Domicile,0.4,0.24,11.589814624365696,11.829814624365696,Parking,5
6,Entreprise,3.59,0.17,11.66665156204382,11.83665156204382,Parking,2
27,Domicile,2.92,0.25,11.5891616046095,11.8391616046095,Rue,5
50,Rue,1.37,0.59,11.296689795258573,11.886689795258572,Domicile,5
70,Rue,4.13,0.33,11.581027404076412,11.91102740407641,Entreprise,5
36,Parking,7.76,0.36,11.551202152786018,11.911202152786018,Domicile,3
44,Parking,0.02,0.15,11.849814624365695,11.999814624365696,Domicile,6
83,Entreprise,4.07,0.23,11.797152864584154,12.027152864584155,Rue,4
36,Domicile,0.06,0.08,11.971202152786018,12.051202152786018,Parking,4
13,Rue,0.58,0.29,11.767849372622907,12.057849372622906,Domicile,4
75,Domicile,12.004249544701441,0.11,12.004249544701441,12.11424954470144,Rue,1
25,Entreprise,5.93,0.15,11.986186965071068,12.136186965071069,Rue,2
73,Rue,4.31,0.67,11.474475993826585,12.144475993826585,Entreprise,3
47,Domicile,0.29,0.12,12.097131515536075,12.217131515536076,Parking,5
82,Sans,0.36,0.41,11.80833161943076,12.21833161943076,Parking,4
36,Parking,0.14,0.09,12.191202152786019,12.281202152786019,Domicile,5
51,Domicile,2.82,0.16,12.160428119435942,12.320428119435942,Parking,4
